number,link,name,rating,features,price,image,
"268","www.flipkart.com/redmi-pad-4-gb-ram-128-rom-10-61-inch-wi-fi-only-tablet-graphite-gray/p/itme895076edd975?pid=TABGG9WFZZYKAZXF&lid=LSTTABGG9WFZZYKAZXFIJCWYE&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGG9WFZZYKAZXF.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","Redmi Pad 4 GB RAM 128 GB ROM 10.61 Inch with Wi-Fi Only Tablet (Graphite Gray)","4.4","['4 GB RAM | 128 GB ROM', '26.95 cm (10.61 Inch) Display', '8 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 8000 mAh', 'Processor: Octa Core', '1 Year Domestic Warranty']","₹17,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/d/d/n/-original-imaggp4gtdze4hfd.jpeg?q=70",
"269","www.flipkart.com/apple-ipad-9th-gen-64-gb-rom-10-2-inch-wi-fi-only-space-grey/p/itmd7d2c4840fa04?pid=TABG6VNCHTRZGN9N&lid=LSTTABG6VNCHTRZGN9NIK0OLT&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&spotlightTagId=BestsellerId_tyy%2Fhry&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG6VNCHTRZGN9N.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","APPLE iPad (9th Gen) 64 GB ROM 10.2 inch with Wi-Fi Only (Space Grey)","4.6","['64 GB ROM', '25.91 cm (10.2 inch) Display', '8 MP Primary Camera | 12 MP Front', 'iOS 15 | Battery: Lithium Polymer', 'Processor: A13 Bionic Chip with 64-bit Architecture', '1 Year Warranty']","₹29,990","https://rukminim1.flixcart.com/image/312/312/ktop5e80/tablet/x/9/o/mk2k3hn-a-apple-original-imag6yy7xjjugz4w.jpeg?q=70",
"270","www.flipkart.com/realme-pad-x-6-gb-ram-128-rom-11-inch-wi-fi-5g-tablet-glowing-grey/p/itm3db350b6c0af2?pid=TABGFW8FTQVFAKMD&lid=LSTTABGFW8FTQVFAKMDYKKIQF&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGFW8FTQVFAKMD.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad X 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+5G Tablet (Glowing Grey)","4.4","['Compatible with realme pencil and smart keyboard', '6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '27.94 cm (11 inch) WUXGA+ Display', '13 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 8340 mAh Lithium Ion', 'Ideal Usage: Entertainment, Gaming', 'Voice Call (Dual Sim, 5G, LTE, WCDMA, GSM)', 'Processor: Qualcomm Snapdragon 695', '1 Year Domestic Warranty']","₹27,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/d/c/g/rmp2107-realme-original-imaggf3cfdqtbenn.jpeg?q=70",
"271","www.flipkart.com/realme-pad-x-6-gb-ram-128-rom-11-inch-wi-fi-5g-tablet-glacier-blue/p/itm3db350b6c0af2?pid=TABGFW8FPKMBEW2H&lid=LSTTABGFW8FPKMBEW2HPVMMWC&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGFW8FPKMBEW2H.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad X 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+5G Tablet (Glacier Blue)","4.4","['Compatible with realme pencil and smart keyboard', '6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '27.94 cm (11 inch) WUXGA+ Display', '13 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 8340 mAh Lithium Ion', 'Ideal Usage: Entertainment, Gaming', 'Voice Call (Dual Sim, 5G, LTE, WCDMA, GSM)', 'Processor: Qualcomm Snapdragon 695', '1 Year Domestic Warranty']","₹27,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/y/a/y/-original-imaggfrhvghucswf.jpeg?q=70",
"272","www.flipkart.com/realme-pad-4-gb-ram-64-rom-10-4-inch-wi-fi-4g-tablet-grey/p/itmd907848549542?pid=TABG6AGQ6DVRCMUH&lid=LSTTABG6AGQ6DVRCMUHAZGFS5&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG6AGQ6DVRCMUH.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Grey)","4.4","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '26.42 cm (10.4 inch) WUXGA+ Display', '8 MP Primary Camera | 8 MP Front', 'Android 11 | Battery: 7100 mAh Lithium Ion', 'Ideal Usage: Entertainment, Gaming', 'Voice Call (Dual Sim, GSM)', 'Processor: MediaTek Helio G80', '1 Year Manufacturer Warranty']","₹17,999","https://rukminim1.flixcart.com/image/312/312/ksxjs7k0/tablet/n/j/b/rmp2102-realme-original-imag6e3assqyqhfa.jpeg?q=70",
"273","www.flipkart.com/realme-pad-4-gb-ram-64-rom-10-4-inch-wi-fi-4g-tablet-gold/p/itmd907848549542?pid=TABG6AGQDCHD2HAN&lid=LSTTABG6AGQDCHD2HANUPAQNZ&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG6AGQDCHD2HAN.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gold)","4.4","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '26.42 cm (10.4 inch) WUXGA+ Display', '8 MP Primary Camera | 8 MP Front', 'Android 11 | Battery: 7100 mAh Lithium Ion', 'Ideal Usage: Entertainment, Gaming', 'Voice Call (Dual Sim, GSM)', 'Processor: MediaTek Helio G80', '1 Year Manufacturer Warranty']","₹17,999","https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/tablet/t/j/t/rmp2103-realme-original-imag6h83yvtku7ec.jpeg?q=70",
"274","www.flipkart.com/realme-pad-mini-4-gb-ram-64-rom-8-7-inch-wi-fi-4g-tablet-blue/p/itm4e836073b0695?pid=TABGD7GFHZZJKVMQ&lid=LSTTABGD7GFHZZJKVMQJDXH8A&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGD7GFHZZJKVMQ.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad Mini 4 GB RAM 64 GB ROM 8.7 inch with Wi-Fi+4G Tablet (Blue)","4.3","['18W Fast Charging | Battery: 6400 mAH', '4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '22.1 cm (8.7 inch) HD Display', '8 MP Primary Camera | 5 MP Front', 'Android 11 | Battery: 6400 mAh Lithium Ion', 'Ideal Usage: Entertainment', 'Voice Call (Dual Sim, GSM, WCDMA, LTE FDD, TD-LTE)', 'Processor: UNISOC T616 Octa-Core', '1 Year Domestic Warranty']","₹14,999","https://rukminim1.flixcart.com/image/312/312/l1v1uvk0/tablet/1/u/y/6650035-realme-original-imagdc6hwztwqhqz.jpeg?q=70",
"275","www.flipkart.com/realme-pad-3-gb-ram-32-rom-10-4-inch-wi-fi-only-tablet-grey/p/itm1f402cef43b7e?pid=TABG6AGQGXABVXMW&lid=LSTTABG6AGQGXABVXMWPFFGP9&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG6AGQGXABVXMW.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi Only Tablet (Grey)","4.4","['3 GB RAM | 32 GB ROM | Expandable Upto 1 TB', '26.42 cm (10.4 inch) WUXGA+ Display', '8 MP Primary Camera | 8 MP Front', 'Android 11 | Battery: 7100 mAh Lithium Ion', 'Ideal Usage: Entertainment, Gaming', 'Processor: MediaTek Helio G80', '1 Year Manufacturer Warranty']","₹13,999","https://rukminim1.flixcart.com/image/312/312/ksxjs7k0/tablet/n/j/b/rmp2102-realme-original-imag6e3assqyqhfa.jpeg?q=70",
"276","www.flipkart.com/realme-pad-mini-4-gb-ram-64-rom-8-7-inch-wi-fi-4g-tablet-grey/p/itm4e836073b0695?pid=TABGD7GFNYPWDRWD&lid=LSTTABGD7GFNYPWDRWDQPHVBA&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGD7GFNYPWDRWD.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad Mini 4 GB RAM 64 GB ROM 8.7 inch with Wi-Fi+4G Tablet (Grey)","4.3","['18W Fast Charging | Battery: 6400 mAH', '4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '22.1 cm (8.7 inch) HD Display', '8 MP Primary Camera', 'Android 11 | Battery: 6400 mAh Lithium Ion', 'Ideal Usage: Entertainment', 'Voice Call (Dual Sim, GSM, WCDMA, LTE FDD, TD-LTE)', 'Processor: UNISOC T616 Octa-Core', '1 Year Domestic Warranty']","₹14,999","https://rukminim1.flixcart.com/image/312/312/l1v1uvk0/tablet/9/c/s/6650034-realme-original-imagdc5ac3y7xgxh.jpeg?q=70",
"277","www.flipkart.com/samsung-galaxy-tab-s8-stylus-8-gb-ram-128-rom-12-4-inch-wi-fi-only-tablet-graphite/p/itmb68cdecbe1a4d?pid=TABGBNNNKMCHQUBD&lid=LSTTABGBNNNKMCHQUBDB0MNNN&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGBNNNKMCHQUBD.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","SAMSUNG Galaxy Tab S8+ With Stylus 8 GB RAM 128 GB ROM 12.4 inch with Wi-Fi Only Tablet (Graphite)","4.6","['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '31.5 cm (12.4 inch) Full HD Display', '13 MP Primary Camera | 12 MP Front', 'Android 12 | Battery: 10090 mAh', 'Voice Call (No Sim)', 'Processor: Octa-Core', '1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories']","₹66,999","https://rukminim1.flixcart.com/image/312/312/kzrbiq80/tablet/h/h/1/-original-imagbpezgxmpnctp.jpeg?q=70",
"278","www.flipkart.com/realme-pad-x-4-gb-ram-64-rom-11-inch-wi-fi-only-tablet-glacier-blue/p/itm5dfddfb05eb01?pid=TABGFW8F7XSWVFNT&lid=LSTTABGFW8F7XSWVFNTERUOOP&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGFW8F7XSWVFNT.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad X 4 GB RAM 64 GB ROM 11 inch with Wi-Fi Only Tablet (Glacier Blue)","4.4","['Compatible with realme pencil and smart keyboard', '4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '27.94 cm (11 inch) WUXGA+ Display', '13 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 8340 mAh Lithium Ion', 'Ideal Usage: Entertainment, Gaming', 'Processor: Qualcomm Snapdragon 695', '1 Year Domestic Warranty']","₹19,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/y/a/y/-original-imaggfrhvghucswf.jpeg?q=70",
"279","www.flipkart.com/apple-ipad-9th-gen-64-gb-rom-10-2-inch-wi-fi-only-silver/p/itmaec2e3fa2ddba?pid=TABG6VNCSZF7FBZJ&lid=LSTTABG6VNCSZF7FBZJMYWZER&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG6VNCSZF7FBZJ.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","APPLE iPad (9th Gen) 64 GB ROM 10.2 inch with Wi-Fi Only (Silver)","4.6","['64 GB ROM', '25.91 cm (10.2 inch) Display', '8 MP Primary Camera | 12 MP Front', 'iOS 15 | Battery: Lithium Polymer', 'Processor: A13 Bionic Chip with 64-bit Architecture', '1 Year Warranty']","₹29,990","https://rukminim1.flixcart.com/image/312/312/ktop5e80/tablet/6/o/s/mk2p3hn-a-apple-original-imag6yy8deumbvxz.jpeg?q=70",
"280","www.flipkart.com/realme-pad-mini-3-gb-ram-32-rom-8-7-inch-wi-fi-4g-tablet-blue/p/itm0796030d43c4a?pid=TABGD7GFYYZBYMJR&lid=LSTTABGD7GFYYZBYMJR9DPZQ8&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGD7GFYYZBYMJR.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","realme Pad Mini 3 GB RAM 32 GB ROM 8.7 inch with Wi-Fi+4G Tablet (Blue)","4.3","['18W Fast Charging | Battery: 6400 mAH', '3 GB RAM | 32 GB ROM | Expandable Upto 1 TB', '22.1 cm (8.7 inch) HD Display', '8 MP Primary Camera | 5 MP Front', 'Android 11 | Battery: 6400 mAh Lithium Ion', 'Ideal Usage: Entertainment', 'Voice Call (Dual Sim, GSM, WCDMA, LTE FDD, TD-LTE)', 'Processor: UNISOC T616 Octa-Core', '1 Year Domestic Warranty']","₹12,999","https://rukminim1.flixcart.com/image/312/312/l1v1uvk0/tablet/1/u/y/6650035-realme-original-imagdc6hwztwqhqz.jpeg?q=70",
"281","www.flipkart.com/samsung-galaxy-tab-s6-lite-stylus-4-gb-ram-64-rom-10-4-inch-wi-fi-only-tablet-pink/p/itm4d171c7043475?pid=TABGF9XMPN26ZQH6&lid=LSTTABGF9XMPN26ZQH6VWHWQX&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGF9XMPN26ZQH6.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","SAMSUNG Galaxy Tab S6 Lite With Stylus 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi Only Tablet (Pink)","4.5","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '26.42 cm (10.4 inch) Full HD Display', '8 MP Primary Camera | 5 MP Front', 'Android 12 | Battery: 7040 mAh', 'Processor: Qualcomm SDM720G (Octa-Core)', '1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories']","₹24,999","https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/tablet/c/t/q/sm-p613nziainu-samsung-original-imagfdadmgtpyscx.jpeg?q=70",
"282","www.flipkart.com/samsung-galaxy-tab-s6-lite-stylus-4-gb-ram-64-rom-10-4-inch-wi-fi-only-tablet-gray/p/itmb8ced72b7a3e6?pid=TABGF9XMHTPXFPYZ&lid=LSTTABGF9XMHTPXFPYZ9FRC6U&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGF9XMHTPXFPYZ.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","SAMSUNG Galaxy Tab S6 Lite With Stylus 4 GB RAM 64 GB ROM 10.4 inch with Wi-Fi Only Tablet (Gray)","4.5","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '26.42 cm (10.4 inch) Full HD Display', '8 MP Primary Camera | 5 MP Front', 'Android 12 | Battery: 7040 mAh', 'Processor: Qualcomm SDM720G (Octa-Core)', '1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories']","₹24,999","https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/tablet/z/x/l/sm-p613nzaainu-samsung-original-imagfdadcth8xghj.jpeg?q=70",
"283","www.flipkart.com/honor-pad-8-6-gb-ram-128-rom-12-inch-wi-fi-only-tablet-blue-hour/p/itm97f7bde4e1d58?pid=TABGHQPYWJSDKQFG&lid=LSTTABGHQPYWJSDKQFGFMFAV9&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGHQPYWJSDKQFG.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","Honor Pad 8 6 GB RAM 128 GB ROM 12 inch with Wi-Fi Only Tablet (Blue Hour)","4.5","['6 GB RAM | 128 GB ROM', '30.48 cm (12 inch) Display', '5 MP Primary Camera | 5 MP Front', 'Android 12 (Magic UI 6.1) | Battery: 7250 mAh', 'Processor: Qualcomm Snapdragon 680, Octa Core, 4 x A73 (at 2.4 GHz) + 4 A53 (at 1.9 GHz)', '1 Year on Tablet Device and 1 Year on Battery']","₹19,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/7/r/x/hey-w09-honor-original-imagg24vhgjym67v.jpeg?q=70",
"284","www.flipkart.com/motorola-tab-g70-lte-6-gb-ram-128-rom-11-inch-wi-fi-4g-tablet-modernist-teal/p/itm11ab4840eb5d4?pid=TABGCB9FWEH6MZDG&lid=LSTTABGCB9FWEH6MZDGTKZTAC&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGCB9FWEH6MZDG.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","MOTOROLA tab g70 LTE 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G Tablet (Modernist Teal)","4.3","['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '27.94 cm (11 inch) 2K Display', '13 MP Primary Camera', 'Android 11 | Battery: 7700 mAh Li-Po', 'Ideal Usage: Business, Reading and Browsing', 'Voice Call (Single Sim, GSM, LTE, VoLTE)', 'Processor: MediaTek Helio G90T Octa-Core', '1 Year on Tab device and 6 months on battery and accessories']","₹24,999","https://rukminim1.flixcart.com/image/312/312/kyag87k0/tablet/4/n/o/g70-lte-moto-original-imagak3huz7jweyz.jpeg?q=70",
"285","www.flipkart.com/honor-pad-8-4-gb-ram-128-rom-12-inch-wi-fi-only-tablet-blue-hour/p/itm97f7bde4e1d58?pid=TABGHQPYJSRQGYMX&lid=LSTTABGHQPYJSRQGYMX0NFEJN&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGHQPYJSRQGYMX.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","Honor Pad 8 4 GB RAM 128 GB ROM 12 inch with Wi-Fi Only Tablet (Blue Hour)","4.5","['4 GB RAM | 128 GB ROM', '30.48 cm (12 inch) Display', '5 MP Primary Camera | 5 MP Front', 'Android 12 (Magic UI 6.1) | Battery: 7250 mAh', 'Processor: Qualcomm Snapdragon 680, Octa Core, 4 x A73 (at 2.4 GHz) + 4 A53 (at 1.9 GHz)', '1 Year on Tablet Device and 1 Year on Battery']","₹17,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/7/r/x/hey-w09-honor-original-imagg24vhgjym67v.jpeg?q=70",
"286","www.flipkart.com/motorola-tab-g62-lte-4-gb-ram-64-rom-10-61-inch-wi-fi-4g-tablet-frost-blue/p/itm760b6bd7b1dd4?pid=TABGEGBWRYZ4YGWN&lid=LSTTABGEGBWRYZ4YGWNPSOUGY&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABGEGBWRYZ4YGWN.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","MOTOROLA Tab G62 LTE 4 GB RAM 64 GB ROM 10.61 inch with Wi-Fi+4G Tablet (Frost Blue)","4.1","['4 GB RAM | 64 GB ROM', '26.95 cm (10.61 inch) 2K Display', '8 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 7700 mAh', 'Ideal Usage: Entertainment', 'Voice Call (Single Sim, GSM, LTE, VoLTE)', 'Processor: Snapdragon SDM680', '1 Year On Tab Device And 6 Months On Battery And Accessories']","₹17,999","https://rukminim1.flixcart.com/image/312/312/l3uhvgw0/tablet/3/y/a/zabn0007in-motorola-original-imagevdg5b5sc84m.jpeg?q=70",
"287","www.flipkart.com/samsung-galaxy-tab-a7-lite-3-gb-ram-32-rom-8-7-inches-wi-fi-4g-tablet-grey/p/itm0400e14d808bd?pid=TABG3WWRAYHANVVD&lid=LSTTABG3WWRAYHANVVDKNZKPE&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG3WWRAYHANVVD.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","SAMSUNG Galaxy Tab A7 Lite 3 GB RAM 32 GB ROM 8.7 inches with Wi-Fi+4G Tablet (Grey)","4.3","['3 GB RAM | 32 GB ROM | Expandable Upto 1 TB', '22.1 cm (8.7 inches) Full HD Display', '8 MP Primary Camera | 2 MP Front', 'Android 11 | Battery: 5100 mAh', 'Voice Call (Single Sim)', 'Processor: MediaTek_MT8768T', '1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories']","₹12,999","https://rukminim1.flixcart.com/image/312/312/kpvivm80/tablet/r/x/9/sm-t225nzaains-samsung-original-imag4yrg8vahczvr.jpeg?q=70",
"287","www.flipkart.com/samsung-galaxy-tab-a7-lite-3-gb-ram-32-rom-8-7-inches-wi-fi-4g-tablet-grey/p/itm0400e14d808bd?pid=TABG3WWRAYHANVVD&lid=LSTTABG3WWRAYHANVVDKNZKPE&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=138ae495-6ccc-4df1-b6e6-b70425631e5d.TABG3WWRAYHANVVD.SEARCH&ppt=None&ppn=None&ssid=vybhu2z2v40000001668446510604&qH=c4e0ba5422383082","SAMSUNG Galaxy Tab A7 Lite 3 GB RAM 32 GB ROM 8.7 inches with Wi-Fi+4G Tablet (Grey)","4.3","['3 GB RAM | 32 GB ROM | Expandable Upto 1 TB', '22.1 cm (8.7 inches) Full HD Display', '8 MP Primary Camera | 2 MP Front', 'Android 11 | Battery: 5100 mAh', 'Voice Call (Single Sim)', 'Processor: MediaTek_MT8768T', '1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories']","₹12,999","https://rukminim1.flixcart.com/image/312/312/kpvivm80/tablet/r/x/9/sm-t225nzaains-samsung-original-imag4yrg8vahczvr.jpeg?q=70",
"289","www.flipkart.com/oppo-pad-air-4-gb-ram-64-rom-10-36-inch-wi-fi-only-tablet-grey/p/itmcebf735c4d688?pid=TABGFHSKP3XHAQ8T&lid=LSTTABGFHSKP3XHAQ8T4YPO2S&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=6259a04e-b6e9-4f0c-a0ef-a5e482739b16.TABGFHSKP3XHAQ8T.SEARCH&ppt=None&ppn=None&ssid=7ku3m9cuj40000001668446511503&qH=c4e0ba5422383082","Oppo Pad Air 4 GB RAM 64 GB ROM 10.36 inch with Wi-Fi Only Tablet (Grey)","4.4","['4 GB RAM | 64 GB ROM', '26.31 cm (10.36 inch) 2K Display', '8 MP Primary Camera | 8 MP Front', 'Android ColorOS 12.1 | Battery: 7100 mAh', 'Processor: Qualcomm Snapdragon 680', '1 Year Manufacturer Warranty']","₹15,999","https://rukminim1.flixcart.com/image/312/312/l5h2xe80/tablet/f/l/g/6650287-oppo-original-imagg55sjgrashbc.jpeg?q=70",
"290","www.flipkart.com/oppo-pad-air-4-gb-ram-128-rom-10-36-inch-wi-fi-only-tablet-grey/p/itm04f80d975342a?pid=TABGFHSKF8CEQPEY&lid=LSTTABGFHSKF8CEQPEYMWD29A&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=6259a04e-b6e9-4f0c-a0ef-a5e482739b16.TABGFHSKF8CEQPEY.SEARCH&ppt=None&ppn=None&ssid=7ku3m9cuj40000001668446511503&qH=c4e0ba5422383082","Oppo Pad Air 4 GB RAM 128 GB ROM 10.36 inch with Wi-Fi Only Tablet (Grey)","4.4","['4 GB RAM | 128 GB ROM', '26.31 cm (10.36 inch) 2K Display', '8 MP Primary Camera | 8 MP Front', 'Android ColorOS 12.1 | Battery: 7100 mAh', 'Processor: Qualcomm Snapdragon 680', '1 Year Manufacturer Warranty']","₹19,999","https://rukminim1.flixcart.com/image/312/312/l5h2xe80/tablet/f/l/g/6650287-oppo-original-imagg55sjgrashbc.jpeg?q=70",
"291","www.flipkart.com/redmi-pad-6-gb-ram-128-rom-10-61-inch-wi-fi-only-tablet-graphite-gray/p/itmae50c5b5b57f2?pid=TABGG9WFUYHGHNGT&lid=LSTTABGG9WFUYHGHNGTEEKDYH&marketplace=FLIPKART&q=tablet&store=tyy%2Fhry&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=6259a04e-b6e9-4f0c-a0ef-a5e482739b16.TABGG9WFUYHGHNGT.SEARCH&ppt=None&ppn=None&ssid=7ku3m9cuj40000001668446511503&qH=c4e0ba5422383082","Redmi Pad 6 GB RAM 128 GB ROM 10.61 Inch with Wi-Fi Only Tablet (Graphite Gray)","4.4","['6 GB RAM | 128 GB ROM', '26.95 cm (10.61 Inch) Display', '8 MP Primary Camera | 8 MP Front', 'Android 12 | Battery: 8000 mAh', 'Processor: Octa Core', '1 Year Domestic Warranty']","₹19,999","https://rukminim1.flixcart.com/image/312/312/xif0q/tablet/d/d/n/-original-imaggp4gtdze4hfd.jpeg?q=70",
